DATE,Log_Return
2020-01-01,-0.0013246477416169536
2020-01-02,0.005720080476287325
2020-01-03,0.007556047230548004
2020-01-04,-0.003517233788285528
2020-01-05,-0.0027437265481048793
2020-01-06,-0.0033099836171657177
2020-01-07,-0.007977740421073489
2020-01-08,0.0009356618990357345
2020-01-09,0.006811157524004996
2020-01-10,-0.0005047964791172642
2020-01-11,0.0035309922341827237
2020-01-12,0.002548210442048798
2020-01-13,0.0015310723834049678
2020-01-14,0.003653042971443651
2020-01-15,0.0011974374830434182
2020-01-16,0.0019881689591337947
2020-01-17,-0.0003962664256547295
2020-01-18,0.002601121321157411
2020-01-19,-8.402839215259847e-05
2020-01-20,0.003808362177011505
2020-01-21,0.001853562052569402
2020-01-22,-0.002374059622740311
2020-01-23,0.011225979424598744
2020-01-24,-0.007156106841164427
2020-01-25,-0.001199687698788097
2020-01-26,0.0006767488288420933
2020-01-27,0.006044288883909725
2020-01-28,0.0024614652053223836
2020-01-29,0.006981046538641274
2020-01-30,0.003328950485213345
2020-01-31,-0.008611186734848567
2020-02-01,0.0014789327866090696
2020-02-02,-0.004231591733341842
2020-02-03,0.009224053368408081
2020-02-04,-0.0010940507875103062
2020-02-05,-0.0049157660994361705
2020-02-06,-0.0023159398689257763
2020-02-07,0.001245561635753107
2020-02-08,-0.005125886265173244
2020-02-09,-0.002163526952496945
2020-02-10,0.002877294792427756
2020-02-11,-0.002557540298075308
2020-02-12,0.0012256897537189857
2020-02-13,0.002705296094094373
2020-02-14,0.002958067926980444
2020-02-15,-0.0008952688371869264
2020-02-16,0.003933995240125298
2020-02-17,0.0017113467044205318
2020-02-18,0.00769231509688895
2020-02-19,0.0018500839820515926
2020-02-20,0.004039243104792901
2020-02-21,0.007135582936297984
2020-02-22,0.00695369594126428
2020-02-23,-0.0035060413492284262
2020-02-24,0.007780875895974768
2020-02-25,0.004694193656609366
2020-02-26,0.008100953667795582
2020-02-27,0.004340132701442368
2020-02-28,0.004070395015290685
2020-02-29,0.002402643302571193
2020-03-01,0.0017099778439059825
2020-03-02,-0.004008767079226994
2020-03-03,0.0036731387021939356
2020-03-04,0.0020543570691021213
2020-03-05,0.0009205716337590038
2020-03-06,0.003264836904619469
2020-03-07,-0.004819197117460027
2020-03-08,0.006954299215010266
2020-03-09,0.004246647130103207
2020-03-10,0.0074027892559930045
2020-03-11,0.006312794076444101
2020-03-12,0.0101900813771102
2020-03-13,-0.006161188872583028
2020-03-14,0.013498786200643159
2020-03-15,-0.0035048387552424733
2020-03-16,0.0003357748353208091
2020-03-17,0.0018139991267275696
2020-03-18,0.0015298604292425346
2020-03-19,0.012304404910255464
2020-03-20,0.0064266941659058075
2020-03-21,0.003986050907219677
2020-03-22,9.846602671177403e-05
2020-03-23,0.006402993851393246
2020-03-24,0.0026397772034640683
2020-03-25,-0.0017662005106475927
2020-03-26,0.007073567760883135
2020-03-27,0.006929727495460355
2020-03-28,0.0054740389897736524
2020-03-29,0.007724802595378928
2020-03-30,0.012147512794165849
2020-03-31,-0.0006086600580678158
2020-04-01,0.0023321927799980218
2020-04-02,0.004198773457861023
2020-04-03,0.0022209586781679995
2020-04-04,0.00047459495768409224
2020-04-05,0.008639459560660145
2020-04-06,0.003749618664310692
2020-04-07,0.003287446305614705
2020-04-08,0.0022863618520898065
2020-04-09,0.003375645136204907
2020-04-10,0.0014015193114104592
2020-04-11,0.006225020709795489
2020-04-12,0.003228890287439567
2020-04-13,0.00419803807318027
2020-04-14,0.0004917767894205031
2020-04-15,0.002313076613547983
2020-04-16,-0.0010757768506024852
2020-04-17,0.0058819658361184595
2020-04-18,-0.0009541240885951392
2020-04-19,-0.0013500770630649303
2020-04-20,-0.004907002176875961
2020-04-21,-0.0036965977527516052
2020-04-22,0.0073670301053332474
2020-04-23,-0.002646760403335986
2020-04-24,0.002897569969336676
2020-04-25,0.0037320629141701324
2020-04-26,0.002840264957960083
2020-04-27,0.0009772230467794802
2020-04-28,-0.005346789586353063
2020-04-29,-0.00244339929056494
2020-04-30,-0.006458261778804578
2020-05-01,-0.001322033511130534
2020-05-02,-0.0026484475629426005
2020-05-03,0.007225959171980505
2020-05-04,-0.00019222717049893973
2020-05-05,-0.005265633308514106
2020-05-06,0.010636802231446717
2020-05-07,-0.00014104333275979626
2020-05-08,0.004163675743691237
2020-05-09,0.0032640101118100286
2020-05-10,0.005131772225373195
2020-05-11,0.0036673717890955597
2020-05-12,0.004635158004014306
2020-05-13,0.001718834825186265
2020-05-14,0.0013787349075380533
2020-05-15,0.009778668049103854
2020-05-16,0.006155136330535261
2020-05-17,0.002673098324306384
2020-05-18,0.008098348576225973
2020-05-19,0.011564021103545825
2020-05-20,-0.0016823138451906323
2020-05-21,-0.0035442838926909945
2020-05-22,-0.001130805068513876
2020-05-23,0.006871094364551966
2020-05-24,-0.0003502540359146323
2020-05-25,-3.3260166557632503e-06
2020-05-26,0.007481876735660972
2020-05-27,0.0018704792031666933
2020-05-28,-0.006595907219573342
2020-05-29,0.004225333203744536
2020-05-30,0.003315011875730873
2020-05-31,0.004854349333234698
2020-06-01,0.00024698236897223967
2020-06-02,0.00374966858559951
2020-06-03,0.003971002971223779
2020-06-04,0.000631863502733476
2020-06-05,0.0033945274056279623
2020-06-06,-0.0014161749752926544
2020-06-07,0.0055870766098155035
2020-06-08,0.00043658643943424733
2020-06-09,0.006627995069793254
2020-06-10,0.006669363499269479
2020-06-11,0.0057458712993808895
2020-06-12,-0.00015390013569217386
2020-06-13,-0.0005992723957789227
2020-06-14,0.004795986742009704
2020-06-15,0.0033176741094158185
2020-06-16,-0.0003170488299103335
2020-06-17,0.008080439331849088
2020-06-18,0.003613283296468915
2020-06-19,0.0002029039984286908
2020-06-20,0.003249570605880327
2020-06-21,0.00238870246838964
2020-06-22,0.005600519165927388
