DATE,Log_Return
2020-01-01,0.010674439937906939
2020-01-02,0.020234871620306752
2020-01-03,-0.0003433264548487586
2020-01-04,-0.002078743212071176
2020-01-05,-0.006967367629445179
2020-01-06,-0.0022447193974453293
2020-01-07,-0.005973926839564363
2020-01-08,-0.007814865628765912
2020-01-09,0.011311709583030537
2020-01-10,0.016390390876085556
2020-01-11,-0.013777971237935074
2020-01-12,-0.010032888484792295
2020-01-13,0.007707096064256566
2020-01-14,0.01351736821417753
2020-01-15,-0.0021928982048343496
2020-01-16,0.00985660573942676
2020-01-17,-0.003919069538025951
2020-01-18,0.007874072224428734
2020-01-19,-0.008047244795289132
2020-01-20,0.010191089174613945
2020-01-21,-0.00734078131596364
2020-01-22,-0.009719896929751247
2020-01-23,0.007687422743749701
2020-01-24,0.004472934216340765
2020-01-25,-0.005575727653471084
2020-01-26,-0.01806159926539517
2020-01-27,0.0015575119240638902
2020-01-28,-0.0024273851230937633
2020-01-29,0.006750355434994696
2020-01-30,-0.006578872302667864
2020-01-31,-0.013846092833360843
2020-02-01,0.013817574838610852
2020-02-02,0.01142163748415982
2020-02-03,0.010806254425473885
2020-02-04,0.01011995082124572
2020-02-05,0.013829379950938785
2020-02-06,0.007793534368440942
2020-02-07,-0.006273553610831381
2020-02-08,-0.0036369682014220474
2020-02-09,-0.0030662171498296907
2020-02-10,0.0045226958068221735
2020-02-11,-0.010560484807387341
2020-02-12,0.0003923108339700626
2020-02-13,-0.006665373921324245
2020-02-14,-0.0026832216895948755
2020-02-15,-0.002240375500636869
2020-02-16,0.00637928691511309
2020-02-17,-0.005499235704481771
2020-02-18,0.0013194450152574078
2020-02-19,0.01014647339976472
2020-02-20,-0.002069636146605329
2020-02-21,0.000815916927660781
2020-02-22,-0.011500250901272418
2020-02-23,0.008975098046285046
2020-02-24,-0.008342345013625059
2020-02-25,-0.0018102108546206941
2020-02-26,0.008341496374594002
2020-02-27,0.006485613381243896
2020-02-28,-0.003889626359977137
2020-02-29,0.011686814292062087
2020-03-01,-0.0025761615033856643
2020-03-02,0.007848389779814433
2020-03-03,0.007836634243867303
2020-03-04,-0.008823052115038326
2020-03-05,0.01288374901343957
2020-03-06,0.009930855898496332
2020-03-07,0.010930252448413108
2020-03-08,0.006423012854838708
2020-03-09,0.00278507382396128
2020-03-10,-3.962793818496546e-05
2020-03-11,0.019246785129070736
2020-03-12,-0.00031793832661276833
2020-03-13,0.0010613371866626537
2020-03-14,0.006404006198186281
2020-03-15,-0.0002031913968135999
2020-03-16,-0.008232344789648216
2020-03-17,-0.009412776496138059
2020-03-18,0.012093337323105252
2020-03-19,0.006759754890812163
2020-03-20,-0.0037792829987038524
2020-03-21,0.00018914994126917068
2020-03-22,-0.0020441862941115658
2020-03-23,0.014548337545484218
2020-03-24,0.0008094272813496208
2020-03-25,0.0012318803138477942
2020-03-26,0.002318595781411057
2020-03-27,0.0012010159821738509
2020-03-28,-0.008693758294751122
2020-03-29,-0.014670384542930875
2020-03-30,-0.01181698128221297
2020-03-31,0.02030145888521923
2020-04-01,-0.0010441240473728118
2020-04-02,0.02001630442904777
2020-04-03,0.006749033806240704
2020-04-04,0.021018969459659368
2020-04-05,0.008270304278690244
2020-04-06,-0.0007325104214673949
2020-04-07,-0.0012653286261680055
2020-04-08,0.008849266359682216
2020-04-09,-0.012416650960507659
2020-04-10,-0.014135113913664149
2020-04-11,0.008912101563123064
2020-04-12,0.010936073879216643
2020-04-13,0.007948972248221619
2020-04-14,0.004930544495165801
2020-04-15,0.044675806746233886
2020-04-16,0.01981699016289259
2020-04-17,0.010278375330264855
2020-04-18,0.023966543265495584
